month,scheme_code,scheme_name,monthly_sip_amt,units_purchased,total_units,total_invested,current_value,xirr_pct,absolute_return_pct,xirr_flag
2021-04-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,42.4304,1934.9823,280000.0,456123.51,12.7,62.9,False
2021-05-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,188.7861,2123.7684,290000.0,111869.18,8.48,-61.42,False
2021-06-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,36.0347,2159.8031,300000.0,598719.56,7.04,99.57,False
2021-07-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,49.0124,2208.8155,310000.0,448567.77,10.68,44.7,False
2021-08-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,33.0196,2241.8352,320000.0,677116.62,10.32,111.6,False
2021-09-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,37.0604,2278.8955,330000.0,596372.49,10.9,80.72,False
2021-10-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,97.1062,2376.0018,340000.0,249235.74,15.78,-26.7,False
2021-11-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,51.5198,2427.5216,350000.0,494169.35,17.07,41.19,False
2021-12-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,34.4471,2461.9687,360000.0,697600.27,10.77,93.78,False
2022-01-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,28.4908,2490.4596,370000.0,873728.06,11.74,136.14,False
2022-02-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,124.471,2614.9306,380000.0,210375.68,19.22,-44.64,False
2022-03-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,117.426,2732.3566,390000.0,227651.89,9.86,-41.63,False
2022-04-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,31.9122,2764.2688,400000.0,894689.27,10.15,123.67,False
2022-05-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,39.0092,2803.2779,410000.0,724277.0,15.1,76.65,False
2022-06-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,54.227,2857.5049,420000.0,532079.72,12.58,26.69,False
2022-07-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,25.8304,2883.3354,430000.0,1137209.03,9.32,164.47,False
2022-08-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,62.4688,2945.8041,440000.0,466882.99,13.61,6.11,False
2022-09-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,101.0714,3046.8755,450000.0,288980.89,16.25,-35.78,False
2022-10-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,68.055,3114.9305,460000.0,460485.19,12.46,0.11,False
2022-11-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,125.802,3240.7325,470000.0,249205.23,8.14,-46.98,False
2022-12-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,41.0357,3281.7682,480000.0,793358.88,14.42,65.28,False
2023-01-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,38.4615,3320.2298,490000.0,827406.56,14.37,68.86,False
2023-02-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,38.072,3358.3018,500000.0,875739.94,11.33,75.15,False
2023-03-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,30.9943,3389.2961,510000.0,1099068.68,12.81,115.5,False
2023-04-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,34.2853,3423.5814,520000.0,984327.99,13.87,89.29,False
2023-05-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,28.8384,3452.4198,530000.0,1141627.23,10.65,115.4,False
2023-06-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,35.6583,3488.0781,540000.0,981203.23,10.97,81.7,False
2023-07-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,64.2756,3552.3537,550000.0,532481.42,14.27,-3.19,False
2023-08-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,43.2507,3595.6044,560000.0,810583.0,11.8,44.75,False
2023-09-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,43.7963,3639.4007,570000.0,833527.74,12.06,46.23,False
2023-10-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,32.077,3671.4776,580000.0,1171343.76,11.84,101.96,False
2023-11-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,65.1721,3736.6497,590000.0,578253.17,11.83,-1.99,False
2023-12-01,118989,UTI Mastershare Fund - Direct Plan - Growth,10000,144.7178,3881.3675,600000.0,271490.42,16.18,-54.75,False
2019-01-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,53.7374,53.7374,10000.0,9787.41,11.17,-2.13,False
2019-02-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,33.7086,87.4461,20000.0,25847.45,10.27,29.24,False
2019-03-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,81.9538,169.3998,30000.0,20520.59,10.52,-31.6,False
2019-04-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,31.9173,201.3171,40000.0,61835.38,14.57,54.59,False
2019-05-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,30.0246,231.3417,50000.0,76769.52,12.6,53.54,False
2019-06-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,139.0821,370.4238,60000.0,26720.71,12.16,-55.47,False
2019-07-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,116.8088,487.2326,70000.0,41789.4,11.08,-40.3,False
2019-08-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,28.1539,515.3865,80000.0,188253.18,14.28,135.32,False
2019-09-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,86.6251,602.0116,90000.0,69521.77,10.66,-22.75,False
2019-10-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,60.9422,662.9538,100000.0,108525.57,13.25,8.53,False
2019-11-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,47.5873,710.5411,110000.0,153792.32,7.88,39.81,False
2019-12-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,70.5119,781.053,120000.0,112230.59,15.38,-6.47,False
2020-01-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,28.4155,809.4686,130000.0,276397.8,11.46,112.61,False
2020-02-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,42.6076,852.0761,140000.0,195724.58,13.29,39.8,False
2020-03-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,36.5377,888.6138,150000.0,241461.67,11.61,60.97,False
2020-04-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,38.619,927.2328,160000.0,238123.79,14.16,48.83,False
2020-05-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,37.8845,965.1173,170000.0,255919.31,12.69,50.54,False
2020-06-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,39.1466,1004.2639,180000.0,257363.34,13.72,42.98,False
2020-07-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,58.2174,1062.4813,190000.0,181546.21,17.1,-4.45,False
2020-08-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,28.9076,1091.3889,200000.0,368220.38,6.82,84.11,False
2020-09-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,37.5827,1128.9716,210000.0,289530.33,5.76,37.87,False
2020-10-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,29.8677,1158.8393,220000.0,393214.66,13.65,78.73,False
2020-11-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,33.6587,1192.498,230000.0,362849.24,8.83,57.76,False
2020-12-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,64.8887,1257.3867,240000.0,196664.91,12.17,-18.06,False
2021-01-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,37.7259,1295.1126,250000.0,344439.26,13.88,37.78,False
2021-02-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,125.5335,1420.6461,260000.0,111456.92,19.76,-57.13,False
2021-03-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,103.2205,1523.8666,270000.0,151564.76,10.4,-43.86,False
2021-04-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,109.589,1633.4556,280000.0,145801.27,11.74,-47.93,False
2021-05-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,63.743,1697.1986,290000.0,267227.07,15.2,-7.85,False
2021-06-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,87.6655,1784.8641,300000.0,198840.43,12.86,-33.72,False
2021-07-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,34.1647,1819.0288,310000.0,516147.85,13.31,66.5,False
2021-08-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,43.7082,1862.737,320000.0,425259.27,17.81,32.89,False
2021-09-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,50.9217,1913.6586,330000.0,364184.4,16.11,10.36,False
2021-10-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,101.7812,2015.4398,340000.0,191269.21,8.02,-43.74,False
2021-11-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,54.2594,2069.6992,350000.0,368651.15,12.75,5.33,False
2021-12-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,86.949,2156.6481,360000.0,242213.71,7.96,-32.72,False
2022-01-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,36.7067,2193.3548,370000.0,599958.87,13.36,62.15,False
2022-02-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,34.1647,2227.5195,380000.0,652514.58,11.51,71.71,False
2022-03-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,36.2529,2263.7724,390000.0,647279.82,12.44,65.97,False
2022-04-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,25.0025,2288.7749,400000.0,930169.3,12.43,132.54,False
2022-05-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,40.9467,2329.7216,410000.0,556471.55,13.65,35.72,False
2022-06-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,45.1732,2374.8948,420000.0,518835.01,11.73,23.53,False
2022-07-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,100.9082,2475.803,430000.0,246850.7,6.18,-42.59,False
2022-08-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,62.461,2538.2639,440000.0,393294.79,14.73,-10.61,False
2022-09-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,48.1116,2586.3756,450000.0,530441.85,10.15,17.88,False
2022-10-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,145.4334,2731.809,460000.0,188464.46,10.84,-59.03,False
2022-11-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,56.9282,2788.7371,470000.0,493960.84,11.85,5.1,False
2022-12-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,187.4414,2976.1785,480000.0,159409.8,9.89,-66.79,False
2023-01-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,102.2599,3078.4385,490000.0,302206.1,15.32,-38.33,False
2023-02-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,29.8214,3108.2598,500000.0,1030457.58,14.75,106.09,False
2023-03-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,25.8171,3134.077,510000.0,1212701.53,14.2,137.78,False
2023-04-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,44.0723,3178.1492,520000.0,722979.26,11.9,39.03,False
2023-05-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,44.7948,3222.9441,530000.0,724522.58,15.64,36.7,False
2023-06-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,34.5256,3257.4697,540000.0,947948.65,13.44,75.55,False
2023-07-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,51.1587,3308.6284,550000.0,641971.34,16.71,16.72,False
2023-08-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,29.0731,3337.7016,560000.0,1162738.44,12.23,107.63,False
2023-09-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,45.2407,3382.9423,570000.0,745931.24,14.93,30.87,False
2023-10-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,126.6945,3509.6368,580000.0,273657.07,6.65,-52.82,False
2023-11-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,164.4737,3674.1105,590000.0,223709.38,15.57,-62.08,False
2023-12-01,119028,DSP Top 100 Equity Fund - Direct - Growth,10000,31.6086,3705.7191,600000.0,1209690.66,11.68,101.62,False
2019-01-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,55.3802,55.3802,10000.0,10110.6,11.19,1.11,False
2019-02-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,52.0535,107.4337,20000.0,21118.65,12.23,5.59,False
2019-03-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,40.3633,147.797,30000.0,37423.93,17.38,24.75,False
2019-04-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,25.2156,173.0126,40000.0,68282.19,13.93,70.71,False
2019-05-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,77.4893,250.5019,50000.0,31915.05,8.9,-36.17,False
2019-06-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,34.5531,285.055,60000.0,82175.26,7.91,36.96,False
2019-07-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,28.8392,313.8942,70000.0,106801.77,13.77,52.57,False
2019-08-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,35.8667,349.7609,80000.0,96515.05,14.13,20.64,False
2019-09-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,28.5404,378.3013,90000.0,133342.96,17.55,48.16,False
2019-10-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,31.6596,409.9609,100000.0,130848.19,15.34,30.85,False
2019-11-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,120.8751,530.8361,110000.0,44269.05,12.93,-59.76,False
2019-12-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,54.7226,585.5586,120000.0,109497.63,14.01,-8.75,False
2020-01-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,41.0762,626.6348,130000.0,153195.17,12.62,17.84,False
2020-02-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,143.5956,770.2305,140000.0,54216.25,9.99,-61.27,False
2020-03-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,187.5821,957.8125,150000.0,50332.04,16.28,-66.45,False
2020-04-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,90.9256,1048.7382,160000.0,119641.06,9.21,-25.22,False
2020-05-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,44.4543,1093.1925,170000.0,242623.35,15.43,42.72,False
2020-06-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,49.5368,1142.7293,180000.0,233144.24,14.03,29.52,False
2020-07-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,30.8138,1173.5431,190000.0,387679.35,11.28,104.04,False
2020-08-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,40.3145,1213.8576,200000.0,303084.43,12.76,51.54,False
2020-09-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,28.5478,1242.4053,210000.0,427729.81,12.95,103.68,False
2020-10-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,119.9328,1362.3382,220000.0,116403.63,11.0,-47.09,False
2020-11-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,42.5786,1404.9167,230000.0,330965.57,12.62,43.9,False
2020-12-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,154.107,1559.0237,240000.0,100589.08,14.03,-58.09,False
2021-01-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,80.6452,1639.6688,250000.0,200553.53,16.0,-19.78,False
2021-02-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,28.2614,1667.9302,260000.0,597571.9,9.19,129.84,False
2021-03-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,27.7285,1695.6587,270000.0,632289.76,12.5,134.18,False
2021-04-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,46.2043,1741.863,280000.0,371540.51,15.31,32.69,False
2021-05-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,150.8296,1892.6926,290000.0,126727.0,6.68,-56.3,False
2021-06-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,131.5443,2024.2369,300000.0,152264.69,12.84,-49.25,False
2021-07-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,26.7415,2050.9784,310000.0,733837.21,12.26,136.72,False
2021-08-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,27.4153,2078.3937,320000.0,760510.22,8.45,137.66,False
2021-09-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,40.4482,2118.8419,330000.0,526676.78,12.02,59.6,False
2021-10-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,162.5488,2281.3906,340000.0,137007.16,14.76,-59.7,False
2021-11-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,26.6617,2308.0523,350000.0,880187.47,11.13,151.48,False
2021-12-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,62.4727,2370.525,360000.0,377942.9,14.18,4.98,False
2022-01-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,25.8726,2396.3976,370000.0,922514.41,6.21,149.33,False
2022-02-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,39.1451,2435.5426,380000.0,628243.0,9.56,65.33,False
2022-03-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,31.9193,2467.4619,390000.0,767003.93,16.37,96.67,False
2022-04-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,33.3946,2500.8565,400000.0,746874.8,12.01,86.72,False
2022-05-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,52.7983,2553.6548,410000.0,488592.36,13.52,19.17,False
2022-06-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,129.9883,2683.6431,420000.0,202657.25,11.82,-51.75,False
2022-07-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,93.5804,2777.2235,430000.0,296988.68,12.82,-30.93,False
2022-08-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,74.5323,2851.7558,440000.0,384833.32,19.76,-12.54,False
2022-09-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,29.2287,2880.9845,450000.0,962490.99,14.94,113.89,False
2022-10-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,53.7057,2934.6901,460000.0,559372.17,13.48,21.6,False
2022-11-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,27.4891,2962.1793,470000.0,1063566.22,16.99,126.29,False
2022-12-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,60.2011,3022.3804,480000.0,480038.01,9.95,0.01,False
2023-01-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,31.8005,3054.1809,490000.0,982923.81,10.89,100.6,False
2023-02-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,101.0305,3155.2114,500000.0,322274.43,7.46,-35.55,False
2023-03-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,25.2544,3180.4659,510000.0,1231358.13,10.41,141.44,False
2023-04-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,32.9533,3213.4191,520000.0,983284.66,11.33,89.09,False
2023-05-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,44.3892,3257.8083,530000.0,726720.79,16.26,37.12,False
2023-06-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,25.5748,3283.3831,540000.0,1322695.93,10.76,144.94,False
2023-07-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,145.37,3428.7531,550000.0,227798.47,5.53,-58.58,False
2023-08-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,49.2659,3478.019,560000.0,709346.93,13.97,26.67,False
2023-09-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,29.1087,3507.1277,570000.0,1206356.7,11.79,111.64,False
2023-10-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,59.0982,3566.2259,580000.0,593731.2,13.96,2.37,False
2023-11-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,31.3332,3597.5591,590000.0,1186697.53,5.35,101.14,False
2023-12-01,119092,Axis Bluechip Fund - Direct Plan - Growth,10000,26.0281,3623.5872,600000.0,1390024.3,9.09,131.67,False
2019-01-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,27.4522,27.4522,10000.0,10027.51,14.35,0.28,False
2019-02-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,26.0322,53.4843,20000.0,21143.48,16.07,5.72,False
2019-03-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,44.8009,98.2852,30000.0,21769.19,15.11,-27.44,False
2019-04-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,111.7818,210.067,40000.0,18886.1,15.35,-52.78,False
2019-05-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,44.4741,254.5411,50000.0,57884.47,12.83,15.77,False
2019-06-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,38.7777,293.3188,60000.0,76297.58,12.77,27.16,False
2019-07-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,42.5713,335.8901,70000.0,79365.05,11.52,13.38,False
2019-08-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,25.4978,361.388,80000.0,141019.2,17.29,76.27,False
2019-09-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,25.2902,386.6782,90000.0,154356.67,10.28,71.51,False
2019-10-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,26.5343,413.2125,100000.0,154863.38,15.17,54.86,False
2019-11-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,103.9609,517.1734,110000.0,49014.45,7.55,-55.44,False
2019-12-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,28.4673,545.6408,120000.0,186273.46,6.81,55.23,False
2020-01-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,40.1719,585.8127,130000.0,142038.33,8.46,9.26,False
2020-02-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,56.2145,642.0272,140000.0,117374.39,11.86,-16.16,False
2020-03-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,34.5985,676.6257,150000.0,194144.29,7.67,29.43,False
2020-04-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,31.5507,708.1764,160000.0,223814.0,6.79,39.88,False
2020-05-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,26.0376,734.214,170000.0,279898.85,18.19,64.65,False
2020-06-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,31.2862,765.5002,180000.0,247925.17,11.37,37.74,False
2020-07-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,179.0831,944.5833,190000.0,53481.99,10.44,-71.85,False
2020-08-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,135.7958,1080.379,200000.0,78285.09,17.11,-60.86,False
2020-09-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,70.5418,1150.9208,210000.0,159427.19,10.94,-24.08,False
2020-10-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,156.3966,1307.3174,220000.0,84101.5,9.19,-61.77,False
2020-11-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,140.5284,1447.8458,230000.0,104369.33,11.08,-54.62,False
2020-12-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,30.6513,1478.4972,240000.0,488764.57,13.76,103.65,False
2021-01-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,43.9928,1522.4899,250000.0,344395.17,17.13,37.76,False
2021-02-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,37.037,1559.527,260000.0,415469.19,16.05,59.8,False
2021-03-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,44.3715,1603.8985,270000.0,369964.67,17.31,37.02,False
2021-04-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,51.1771,1655.0755,280000.0,324527.56,9.63,15.9,False
2021-05-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,33.8261,1688.9016,290000.0,520028.45,11.0,79.32,False
2021-06-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,126.8231,1815.7247,300000.0,140840.39,11.43,-53.05,False
2021-07-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,42.0521,1857.7768,310000.0,433105.51,13.58,39.71,False
2021-08-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,37.6478,1895.4246,320000.0,497364.05,11.14,55.43,False
2021-09-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,67.9763,1963.4009,330000.0,294426.5,13.87,-10.78,False
2021-10-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,63.1034,2026.5044,340000.0,321240.24,12.51,-5.52,False
2021-11-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,43.6758,2070.1801,350000.0,474104.62,10.71,35.46,False
2021-12-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,82.5627,2152.7429,360000.0,260727.04,13.47,-27.58,False
2022-01-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,30.0463,2182.7891,370000.0,724642.8,13.26,95.85,False
2022-02-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,42.0628,2224.8519,380000.0,520085.4,10.19,36.86,False
2022-03-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,53.5447,2278.3965,390000.0,419264.07,10.3,7.5,False
2022-04-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,36.7647,2315.1612,400000.0,645935.23,14.18,61.48,False
2022-05-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,29.2329,2344.3942,410000.0,784697.15,13.31,91.39,False
2022-06-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,34.6777,2379.0718,420000.0,680693.75,9.95,62.07,False
2022-07-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,136.7241,2515.7959,430000.0,178537.64,14.92,-58.48,False
2022-08-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,33.9512,2549.7472,440000.0,730517.24,11.84,66.03,False
2022-09-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,32.7343,2582.4815,450000.0,773990.95,14.33,72.0,False
2022-10-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,28.88,2611.3615,460000.0,898163.55,11.6,95.25,False
2022-11-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,142.3082,2753.6697,470000.0,193110.53,12.91,-58.91,False
2022-12-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,124.7349,2878.4047,480000.0,230821.72,11.87,-51.91,False
2023-01-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,49.4878,2927.8925,490000.0,585505.1,7.28,19.49,False
2023-02-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,47.9203,2975.8128,500000.0,607100.37,14.16,21.42,False
2023-03-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,38.0098,3013.8226,510000.0,788056.85,10.01,54.52,False
2023-04-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,63.1912,3077.0137,520000.0,473247.39,6.84,-8.99,False
2023-05-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,32.3008,3109.3145,530000.0,949074.36,14.66,79.07,False
2023-06-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,32.3384,3141.6529,540000.0,960669.52,13.2,77.9,False
2023-07-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,108.9206,3250.5735,550000.0,294835.67,13.92,-46.39,False
